"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange"
"KFRC","Kforce, Inc.",19.13,"$542.46M",1995,"Technology","Professional Services","NASDAQ"
"KGJI","Kingold Jewelry Inc.",1.32,"$87.07M",NA,"Miscellaneous","Business Services","NASDAQ"
"KHC","The Kraft Heinz Company",78.47,"$95.36B",NA,"Consumer Non-Durables","Packaged Foods","NASDAQ"
"KIN","Kindred Biosciences, Inc.",3.8,"$75.38M",2013,"Health Care","Major Pharmaceuticals","NASDAQ"
"KINS","Kingstone Companies, Inc",8.97,"$65.68M",NA,"Finance","Property-Casualty Insurers","NASDAQ"
"KIRK","Kirkland&#39;s, Inc.",15.85,"$269.84M",2002,"Consumer Services","Other Specialty Stores","NASDAQ"
"KITE","Kite Pharma, Inc.",50.27,"$2.46B",2014,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"KLAC","KLA-Tencor Corporation",72.07,"$11.22B",1980,"Capital Goods","Electronic Components","NASDAQ"
"KLIC","Kulicke and Soffa Industries, Inc.",11.14,"$783.85M",NA,"Technology","Semiconductors","NASDAQ"
"KLRE","KLR Energy Acquisition Corp.",9.95,NA,2016,"Finance","Business Services","NASDAQ"
"KLREU","KLR Energy Acquisition Corp.",10.0938,NA,2016,"Finance","Business Services","NASDAQ"
"KLREW","KLR Energy Acquisition Corp.",0.24,NA,2016,"Finance","Business Services","NASDAQ"
"KLXI","KLX Inc.",31.84,"$1.68B",NA,"Capital Goods","Aerospace","NASDAQ"
"KMDA","Kamada Ltd.",3.89,"$141.67M",2013,"Health Care","Major Pharmaceuticals","NASDAQ"
"KMPH","KemPharm, Inc.",17.93,"$259.96M",2015,"Health Care","Major Pharmaceuticals","NASDAQ"
"KNDI","Kandi Technologies Group, Inc.",7.17,"$337.13M",NA,"Capital Goods","Auto Manufacturing","NASDAQ"
"KONA","Kona Grill, Inc.",13.25,"$149.29M",2005,"Consumer Services","Restaurants","NASDAQ"
"KONE","Kingtone Wirelessinfo Solution Holding Ltd",2.2301,"$3.13M",2010,"Technology","EDP Services","NASDAQ"
"KOOL","Cesca Therapeutics Inc.",3.62,"$27157.24",NA,"Capital Goods","Medical Specialities","NASDAQ"
"KOPN","Kopin Corporation",1.76,"$117.35M",1992,"Technology","Semiconductors","NASDAQ"
"KOSS","Koss Corporation",2.2,"$16.24M",NA,"Consumer Non-Durables","Consumer Electronics/Appliances","NASDAQ"
"KPTI","Karyopharm Therapeutics Inc.",8.94,"$320.78M",2013,"Health Care","Major Pharmaceuticals","NASDAQ"
"KRNT","Kornit Digital Ltd.",9.98,"$302.35M",2015,"Capital Goods","Industrial Machinery/Components","NASDAQ"
"KRNY","Kearny Financial",12.49,"$1.17B",NA,"Finance","Savings Institutions","NASDAQ"
"KTCC","Key Tronic Corporation",7.27,"$77.87M",1983,"Technology","Computer peripheral equipment","NASDAQ"
"KTEC","Key Technology, Inc.",7.39,"$46.18M",1993,"Technology","Industrial Machinery/Components","NASDAQ"
"KTOS","Kratos Defense & Security Solutions, Inc.",4.93,"$293.75M",NA,"Capital Goods","Military/Government/Technical","NASDAQ"
"KTOV","Kitov Pharamceuticals Holdings Ltd.",5.29,"$20.65M",2015,"Health Care","Major Pharmaceuticals","NASDAQ"
"KTOVW","Kitov Pharamceuticals Holdings Ltd.",1.64,NA,2015,"Health Care","Major Pharmaceuticals","NASDAQ"
"KTWO","K2M Group Holdings, Inc.",15.77,"$651.9M",2014,"Health Care","Medical/Dental Instruments","NASDAQ"
"KURA","Kura Oncology, Inc.",3.65,"$78M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"KUTV","Ku6 Media Co., Ltd.",0.985,"$47M",NA,"Consumer Services","Telecommunications Equipment","NASDAQ"
"KVHI","KVH Industries, Inc.",9.14,"$147.78M",1996,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"KWEB","KraneShares CSI China Internet ETF",36.31,"$123.45M",NA,NA,NA,"NASDAQ"
"KZ","KongZhong Corporation",7.21,"$339.24M",NA,"Technology","Telecommunications Equipment","NASDAQ"
"LABL","Multi-Color Corporation",51.81,"$870.52M",1987,"Miscellaneous","Publishing","NASDAQ"
"LAKE","Lakeland Industries, Inc.",11.88,"$86.02M",1986,"Health Care","Industrial Specialties","NASDAQ"
"LALT","PowerShares Multi-Strategy Alternative Portfolio",22.553,"$15.79M",NA,NA,NA,"NASDAQ"
"LAMR","Lamar Advertising Company",61.2,"$6.81B",1996,"Consumer Services","Real Estate Investment Trusts","NASDAQ"
"LANC","Lancaster Colony Corporation",109.95,"$3.01B",NA,"Consumer Non-Durables","Packaged Foods","NASDAQ"
"LAND","Gladstone Land Corporation",9.99,"$99.83M",1993,"Consumer Services","Real Estate Investment Trusts","NASDAQ"
"LARK","Landmark Bancorp Inc.",25.49,"$91.12M",NA,"Finance","Major Banks","NASDAQ"
"LAWS","Lawson Products, Inc.",18.82,"$165.07M",NA,"Consumer Durables","Industrial Specialties","NASDAQ"
"LAYN","Layne Christensen Company",7.08,"$140.17M",1992,"Basic Industries","Engineering & Construction","NASDAQ"
"LBAI","Lakeland Bancorp, Inc.",10.29,"$424.3M",NA,"Finance","Major Banks","NASDAQ"
"LBIO","Lion Biotechnologies, Inc.",5.49,"$266.64M",NA,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"LBIX","Leading Brands Inc",2.65,"$7.61M",NA,"Consumer Non-Durables","Beverages (Production/Distribution)","NASDAQ"
"LBRDA","Liberty Broadband Corporation",57.76,"$5.97B",NA,"Consumer Services","Television Services","NASDAQ"
"LBRDK","Liberty Broadband Corporation",57.56,"$5.95B",NA,"Consumer Services","Television Services","NASDAQ"
"LBTYA","Liberty Global plc",39.02,"$32.95B",NA,"Consumer Services","Television Services","NASDAQ"
"LBTYB","Liberty Global plc",31.34,"$26.46B",NA,"Consumer Services","Television Services","NASDAQ"
"LBTYK","Liberty Global plc",37.88,"$31.98B",NA,"Consumer Services","Television Services","NASDAQ"
"LCNB","LCNB Corporation",16.67,"$165.12M",NA,"Finance","Major Banks","NASDAQ"
"LCUT","Lifetime Brands, Inc.",14.82,"$207.93M",1991,"Capital Goods","Industrial Machinery/Components","NASDAQ"
"LDRH","LDR Holding Corporation",26.28,"$767.67M",2013,"Health Care","Medical/Dental Instruments","NASDAQ"
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio",25.21,"$5.04M",NA,NA,NA,"NASDAQ"
"LE","Lands&#39; End, Inc.",23.06,"$737.22M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"LECO","Lincoln Electric Holdings, Inc.",58.18,"$4.11B",NA,"Technology","Industrial Machinery/Components","NASDAQ"
"LEDS","SemiLEDS Corporation",0.28,"$8.13M",2010,"Technology","Semiconductors","NASDAQ"
"LENS","Presbia PLC",4.57,"$61.11M",2015,"Health Care","Medical/Dental Instruments","NASDAQ"
"LFUS","Littelfuse, Inc.",118.51,"$2.65B",NA,"Consumer Durables","Electrical Products","NASDAQ"
"LFVN","Lifevantage Corporation",8.81,"$123.42M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"LGCY","Legacy Reserves LP",1.24,"$86.18M",2007,"Energy","Oil & Gas Production","NASDAQ"
"LGCYO","Legacy Reserves LP",2.84,"$19.88M",NA,"Energy","Oil & Gas Production","NASDAQ"
"LGCYP","Legacy Reserves LP",2.76,"$5.52M",NA,"Energy","Oil & Gas Production","NASDAQ"
"LGIH","LGI Homes, Inc.",27.3,"$553.38M",2013,"Capital Goods","Homebuilding","NASDAQ"
"LGND","Ligand Pharmaceuticals Incorporated",116.28,"$2.42B",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"LHCG","LHC Group",35.99,"$646.83M",2005,"Health Care","Medical/Nursing Services","NASDAQ"
"LIFE","aTyr Pharma, Inc.",3.2,"$75.77M",2015,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"LILA","Liberty Global plc",34.25,"$28.92B",NA,"Consumer Services","Television Services","NASDAQ"
"LILAK","Liberty Global plc",37.06,"$31.29B",NA,"Consumer Services","Television Services","NASDAQ"
"LIME","Lime Energy Co.",2.918,"$28.05M",NA,"Basic Industries","Engineering & Construction","NASDAQ"
"LINC","Lincoln Educational Services Corporation",2.46,"$58.45M",2005,"Consumer Services","Other Consumer Services","NASDAQ"
"LIND","Lindblad Expeditions Holdings Inc.",9.88,"$449.59M",2013,"Consumer Services","Transportation Services","NASDAQ"
"LINDW","Lindblad Expeditions Holdings Inc.",2.45,NA,2013,"Consumer Services","Transportation Services","NASDAQ"
"LINE","Linn Energy, LLC",0.317,"$112.61M",2006,"Energy","Oil & Gas Production","NASDAQ"
"LION","Fidelity Southern Corporation",15.66,"$398.23M",NA,"Finance","Major Banks","NASDAQ"
"LIOX","Lionbridge Technologies, Inc.",4.82,"$309.32M",1999,"Miscellaneous","Business Services","NASDAQ"
"LITE","Lumentum Holdings Inc.",27.46,"$1.62B",NA,"Consumer Durables","Telecommunications Equipment","NASDAQ"
"LIVE","Live Ventures Incorporated",1.57,"$26.55M",NA,"Technology","EDP Services","NASDAQ"
"LIVN","LivaNova PLC",52.04,"$2.54B",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"LJPC","La Jolla Pharmaceutical Company",21.81,"$398.12M",1994,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"LKFN","Lakeland Financial Corporation",43.84,"$731.99M",NA,"Finance","Major Banks","NASDAQ"
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund",53.01,NA,NA,NA,NA,"NASDAQ"
"LKQ","LKQ Corporation",31.64,"$9.69B",NA,"Consumer Services","Motor Vehicles","NASDAQ"
"LLEX","Lilis Energy, Inc.",0.115,"$3.17M",NA,"Energy","Oil & Gas Production","NASDAQ"
"LLNW","Limelight Networks, Inc.",1.62,"$165.82M",2007,"Miscellaneous","Business Services","NASDAQ"
"LLTC","Linear Technology Corporation",44.29,"$10.6B",1986,"Technology","Semiconductors","NASDAQ"
"LMAT","LeMaitre Vascular, Inc.",15.48,"$283.9M",2006,"Health Care","Medical/Dental Instruments","NASDAQ"
"LMBS","First Trust Low Duration Opportunities ETF",51.19,NA,NA,NA,NA,"NASDAQ"
"LMCA","Liberty Media Corporation",38.48,"$12.88B",NA,"Consumer Services","Broadcasting","NASDAQ"
"LMCB","Liberty Media Corporation",43.74,"$14.64B",NA,"Consumer Services","Broadcasting","NASDAQ"
"LMCK","Liberty Media Corporation",37.61,"$12.59B",NA,"Consumer Services","Broadcasting","NASDAQ"
"LMFA","LM Funding America, Inc.",8.22,NA,2015,"Finance","Finance: Consumer Services","NASDAQ"
"LMFAW","LM Funding America, Inc.",0.91,NA,2015,"Finance","Finance: Consumer Services","NASDAQ"
"LMIA","LMI Aerospace, Inc.",8.4,"$111.12M",1998,"Capital Goods","Military/Government/Technical","NASDAQ"
"LMNR","Limoneira Co",14.74,"$208.89M",NA,"Consumer Non-Durables","Farming/Seeds/Milling","NASDAQ"
"LMNX","Luminex Corporation",19.57,"$844.33M",2000,"Health Care","Medical/Dental Instruments","NASDAQ"
"LMOS","Lumos Networks Corp.",12.83,"$297.8M",NA,"Public Utilities","Telecommunications Equipment","NASDAQ"
"LMRK","Landmark Infrastructure Partners LP",15.54,"$232.56M",2014,"Consumer Services","Real Estate","NASDAQ"
"LNCE","Snyder&#39;s-Lance, Inc.",31.37,"$2.23B",NA,"Consumer Non-Durables","Specialty Foods","NASDAQ"
"LNCO","Linn Co, LLC",0.3349,"$43.05M",2012,"Energy","Oil & Gas Production","NASDAQ"
"LNDC","Landec Corporation",10.11,"$273.71M",1996,"Basic Industries","Major Chemicals","NASDAQ"
"LNTH","Lantheus Holdings, Inc.",1.88,"$59.18M",2015,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","NASDAQ"
"LOAN","Manhattan Bridge Capital, Inc",4.25,"$30.87M",NA,"Consumer Services","Real Estate Investment Trusts","NASDAQ"
"LOB","Live Oak Bancshares, Inc.",14.52,"$496.27M",2015,"Finance","Major Banks","NASDAQ"
"LOCO","El Pollo Loco Holdings, Inc.",12.94,"$495.4M",2014,"Consumer Services","Restaurants","NASDAQ"
"LOGI","Logitech International S.A.",16.34,"$2.66B",1997,"Technology","Computer peripheral equipment","NASDAQ"
"LOGM","LogMein, Inc.",50.57,"$1.27B",2009,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"LONG","eLong, Inc.",17.53,"$630.12M",2004,"Consumer Services","Transportation Services","NASDAQ"
"LOPE","Grand Canyon Education, Inc.",42.51,"$1.98B",2008,"Consumer Services","Other Consumer Services","NASDAQ"
"LORL","Loral Space and Communications, Inc.",34.3,"$1.06B",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"LOXO","Loxo Oncology, Inc.",25.27,"$496.58M",2014,"Health Care","Major Pharmaceuticals","NASDAQ"
"LPCN","Lipocine Inc.",12.33,"$225.07M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"LPLA","LPL Financial Holdings Inc.",22.83,"$2.03B",2010,"Finance","Investment Bankers/Brokers/Service","NASDAQ"
"LPNT","LifePoint Health, Inc.",68.93,"$2.97B",NA,"Health Care","Hospital/Nursing Management","NASDAQ"
"LPSB","LaPorte Bancorp, Inc.",15.8,"$88.17M",NA,"Finance","Banks","NASDAQ"
"LPSN","LivePerson, Inc.",5.78,"$331.65M",2000,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"LPTH","LightPath Technologies, Inc.",1.86,"$28.76M",1996,"Technology","Semiconductors","NASDAQ"
"LPTN","Lpath, Inc.",0.1851,"$6.13M",NA,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"LQDT","Liquidity Services, Inc.",5.28,"$161.6M",2006,"Miscellaneous","Business Services","NASDAQ"
"LRAD","LRAD Corporation",1.67,"$53.22M",NA,"Consumer Non-Durables","Consumer Electronics/Appliances","NASDAQ"
"LRCX","Lam Research Corporation",81.12,"$12.89B",1984,"Technology","Industrial Machinery/Components","NASDAQ"
"LSBG","Lake Sunapee Bank Group",13.98,"$117.17M",NA,"Finance","Savings Institutions","NASDAQ"
"LSBK","Lake Shore Bancorp, Inc.",13.22,"$79.92M",NA,"Finance","Savings Institutions","NASDAQ"
"LSCC","Lattice Semiconductor Corporation",5.37,"$639M",NA,"Technology","Semiconductors","NASDAQ"
"LSTR","Landstar System, Inc.",63.61,"$2.7B",1993,"Transportation","Trucking Freight/Courier Services","NASDAQ"
"LTBR","Lightbridge Corporation",0.53,"$10.77M",NA,"Consumer Services","Professional Services","NASDAQ"
"LTRPA","Liberty TripAdvisor Holdings, Inc.",21.07,"$1.58B",NA,"Technology","EDP Services","NASDAQ"
"LTRPB","Liberty TripAdvisor Holdings, Inc.",22.33,"$1.67B",NA,"Technology","EDP Services","NASDAQ"
"LTRX","Lantronix, Inc.",0.99,"$15.07M",2000,"Technology","Computer Communications Equipment","NASDAQ"
"LTXB","LegacyTexas Financial Group, Inc.",18.05,"$860.01M",NA,"Finance","Savings Institutions","NASDAQ"
"LULU","lululemon athletica inc.",63.75,"$8.13B",2007,"Consumer Non-Durables","Apparel","NASDAQ"
"LUNA","Luna Innovations Incorporated",1.1099,"$30.68M",2006,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ"
"LVHD","Legg Mason Low Volatility High Dividend ETF",26.649,NA,NA,NA,NA,"NASDAQ"
"LVNTA","Liberty Interactive Corporation",37.98,"$23.91B",NA,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"LVNTB","Liberty Interactive Corporation",38.96,"$24.53B",NA,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"LWAY","Lifeway Foods, Inc.",9.71,"$157.19M",NA,"Consumer Non-Durables","Packaged Foods","NASDAQ"
"LXRX","Lexicon Pharmaceuticals, Inc.",13.11,"$1.36B",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"LYTS","LSI Industries Inc.",12.33,"$304.42M",1985,"Consumer Durables","Building Products","NASDAQ"
"MACK","Merrimack Pharmaceuticals, Inc.",8.65,"$1B",2012,"Health Care","Major Pharmaceuticals","NASDAQ"
"MAGS","Magal Security Systems Ltd.",4.72,"$77.4M",1993,"Consumer Durables","Telecommunications Equipment","NASDAQ"
"MAMS","MAM Software Group, Inc.",5.7,"$70.95M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"MANH","Manhattan Associates, Inc.",55.96,"$4.08B",1998,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"MANT","ManTech International Corporation",31.15,"$1.17B",2002,"Consumer Services","Other Consumer Services","NASDAQ"
"MAPI","Mapi - Pharma Ltd.",NA,NA,NA,NA,NA,"NASDAQ"
"MAR","Marriott International",66.57,"$16.87B",NA,"Consumer Services","Hotels/Resorts","NASDAQ"
"MARA","Marathon Patent Group, Inc.",1.9,"$28.44M",NA,"Miscellaneous","Multi-Sector Companies","NASDAQ"
"MARK","Remark Media, Inc.",4.62,"$91.69M",NA,"Consumer Services","Telecommunications Equipment","NASDAQ"
"MARPS","Marine Petroleum Trust",5.28,"$10.56M",NA,"Energy","Oil & Gas Production","NASDAQ"
"MASI","Masimo Corporation",41.81,"$2.07B",2007,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"MAT","Mattel, Inc.",32.3,"$10.98B",NA,"Consumer Non-Durables","Recreational Products/Toys","NASDAQ"
"MATR","Mattersight Corporation",3.7,"$98.4M",NA,"Technology","EDP Services","NASDAQ"
"MATW","Matthews International Corporation",50.01,"$1.65B",1994,"Capital Goods","Metal Fabrications","NASDAQ"
"MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF",23.2,"$2.32M",NA,NA,NA,"NASDAQ"
"MAYS","J. W. Mays, Inc.",53.946,"$108.74M",NA,"Consumer Services","Building operators","NASDAQ"
"MB","MINDBODY, Inc.",13.75,"$545.43M",2015,"Technology","EDP Services","NASDAQ"
"MBCN","Middlefield Banc Corp.",31.19,"$58.56M",NA,"Finance","Major Banks","NASDAQ"
"MBFI","MB Financial Inc.",31.14,"$2.29B",NA,"Finance","Major Banks","NASDAQ"
"MBFIP","MB Financial Inc.",26.9,"$107.6M",NA,"Finance","Major Banks","NASDAQ"
"MBII","Marrone Bio Innovations, Inc.",0.82,"$20.16M",2013,"Basic Industries","Agricultural Chemicals","NASDAQ"
"MBLX","Metabolix, Inc.",1.69,"$46.25M",2006,"Basic Industries","Containers/Packaging","NASDAQ"
"MBRG","Middleburg Financial Corporation",24.83,"$171.45M",NA,"Finance","Major Banks","NASDAQ"
"MBSD","FlexShares Disciplined Duration MBS Index Fund",24.7299,"$21.02M",NA,NA,NA,"NASDAQ"
"MBTF","M B T Financial Corp",7.9,"$180.91M",NA,"Finance","Major Banks","NASDAQ"
"MBUU","Malibu Boats, Inc.",15.37,"$276.26M",2014,"Capital Goods","Marine Transportation","NASDAQ"
"MBVT","Merchants Bancshares, Inc.",29.3,"$200.9M",NA,"Finance","Major Banks","NASDAQ"
"MBWM","Mercantile Bank Corporation",21.42,"$347.7M",1998,"Finance","Major Banks","NASDAQ"
"MCBC","Macatawa Bank Corporation",6.75,"$228.99M",NA,"Finance","Major Banks","NASDAQ"
"MCEP","Mid-Con Energy Partners, LP",2.72,"$81.02M",2011,"Energy","Oil & Gas Production","NASDAQ"
"MCFT","MCBC Holdings, Inc.",13.21,"$249.51M",2015,"Capital Goods","Marine Transportation","NASDAQ"
"MCHI","iShares MSCI China ETF",41.57,"$1.63B",NA,NA,NA,"NASDAQ"
"MCHP","Microchip Technology Incorporated",48.45,"$9.86B",1993,"Technology","Semiconductors","NASDAQ"
"MCHX","Marchex, Inc.",4.34,"$182.14M",2004,"Miscellaneous","Business Services","NASDAQ"
"MCOX","Mecox Lane Limited",3.87,"$50.33M",2010,"Consumer Non-Durables","Apparel","NASDAQ"
"MCRB","Seres Therapeutics, Inc.",30.98,"$1.21B",2015,"Health Care","Major Pharmaceuticals","NASDAQ"
"MCRI","Monarch Casino & Resort, Inc.",19.95,"$335.7M",1993,"Consumer Services","Hotels/Resorts","NASDAQ"
"MCUR","MACROCURE LTD.",0.888,"$15.15M",2014,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"MDCA","MDC Partners Inc.",21.95,"$1.1B",NA,"Technology","Advertising","NASDAQ"
"MDCO","The Medicines Company",33.47,"$2.33B",2000,"Health Care","Major Pharmaceuticals","NASDAQ"
"MDGS","Medigus Ltd.",1.84,"$11.79M",NA,"Health Care","Medical/Dental Instruments","NASDAQ"
"MDIV","First Trust Multi-Asset Diversified Income Index Fund",18.33,"$924.75M",NA,NA,NA,"NASDAQ"
"MDLZ","Mondelez International, Inc.",42.32,"$66.39B",NA,"Consumer Non-Durables","Packaged Foods","NASDAQ"
"MDM","Mountain Province Diamonds Inc.",4.13,"$659.47M",NA,"Basic Industries","Precious Metals","NASDAQ"
"MDRX","Allscripts Healthcare Solutions, Inc.",13.87,"$2.63B",NA,"Technology","EDP Services","NASDAQ"
"MDSO","Medidata Solutions, Inc.",39.15,"$2.21B",2009,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"MDSY","ModSys International Ltd.",2.0375,"$37.9M",NA,"Technology","EDP Services","NASDAQ"
"MDVN","Medivation, Inc.",46.45,"$7.63B",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"MDVX","Medovex Corp.",1.15,"$12.94M",2015,"Health Care","Medical/Dental Instruments","NASDAQ"
"MDVXW","Medovex Corp.",0.0532,NA,2015,"Health Care","Medical/Dental Instruments","NASDAQ"
"MDWD","MediWound Ltd.",8.12,"$177.42M",2014,"Consumer Durables","Specialty Chemicals","NASDAQ"
"MDXG","MiMedx Group, Inc",8.99,"$969.22M",NA,"Health Care","Medical/Dental Instruments","NASDAQ"
"MEET","MeetMe, Inc.",2.81,"$133.41M",NA,"Consumer Services","Advertising","NASDAQ"
"MEIP","MEI Pharma, Inc.",1.39,"$47.48M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"MELI","MercadoLibre, Inc.",117.85,"$5.2B",2007,"Miscellaneous","Business Services","NASDAQ"
"MELR","Melrose Bancorp, Inc.",15,"$40.53M",2014,"Finance","Major Banks","NASDAQ"
"MEMP","Memorial Production Partners LP",2.165,"$179.76M",2011,"Energy","Oil & Gas Production","NASDAQ"
"MENT","Mentor Graphics Corporation",20.1,"$2.15B",1984,"Technology","EDP Services","NASDAQ"
"MEOH","Methanex Corporation",30.5,"$2.74B",NA,"Basic Industries","Major Chemicals","NASDAQ"
"MERC","Mercer International Inc.",8.92,"$576.73M",NA,"Basic Industries","Paper","NASDAQ"
"MESG","Xura, Inc.",18.94,"$473.56M",NA,"Miscellaneous","Business Services","NASDAQ"
"MESO","Mesoblast Limited",9.09,"$693.34M",2015,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ"
"MFLX","Multi-Fineline Electronix, Inc.",23.34,"$574.38M",2004,"Technology","Electrical Products","NASDAQ"
"MFNC","Mackinac Financial Corporation",10.198,"$63.6M",NA,"Finance","Major Banks","NASDAQ"
"MFRI","MFRI, Inc.",7.06,"$51.46M",1989,"Capital Goods","Pollution Control Equipment","NASDAQ"
"MFRM","Mattress Firm Holding Corp.",41.86,"$1.55B",2011,"Consumer Services","Other Specialty Stores","NASDAQ"
"MFSF","MutualFirst Financial Inc.",26.37,"$196.42M",NA,"Finance","Major Banks","NASDAQ"
"MGCD","MGC Diagnostics Corporation",5.6,"$24.29M",NA,"Health Care","Medical/Dental Instruments","NASDAQ"
"MGEE","MGE Energy Inc.",49.76,"$1.73B",NA,"Energy","Electric Utilities: Central","NASDAQ"
"MGI","Moneygram International, Inc.",5.9,"$319.07M",NA,"Miscellaneous","Business Services","NASDAQ"
"MGIC","Magic Software Enterprises Ltd.",6.53,"$288.46M",1991,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"MGLN","Magellan Health, Inc.",68.73,"$1.7B",NA,"Health Care","Hospital/Nursing Management","NASDAQ"
"MGNX","MacroGenics, Inc.",20.44,"$705.71M",2013,"Health Care","Major Pharmaceuticals","NASDAQ"
"MGPI","MGP Ingredients, Inc.",25.29,"$422.02M",NA,"Consumer Non-Durables","Beverages (Production/Distribution)","NASDAQ"
"MGRC","McGrath RentCorp",23.56,"$561.96M",1984,"Technology","Diversified Commercial Services","NASDAQ"
"MGYR","Magyar Bancorp, Inc.",9.88,"$57.5M",NA,"Finance","Savings Institutions","NASDAQ"
"MHGC","Morgans Hotel Group Co.",1.25,"$43.46M",2006,"Consumer Services","Hotels/Resorts","NASDAQ"
"MHLD","Maiden Holdings, Ltd.",12.13,"$895.95M",NA,"Finance","Property-Casualty Insurers","NASDAQ"
"MHLDO","Maiden Holdings, Ltd.",46.7565,"$154.3M",NA,"Finance","Property-Casualty Insurers","NASDAQ"
"MICT","Micronet Enertec Technologies, Inc.",1.87,"$10.97M",NA,"Capital Goods","Electrical Products","NASDAQ"
"MICTW","Micronet Enertec Technologies, Inc.",0.18,NA,NA,"Capital Goods","Electrical Products","NASDAQ"
"MIDD","The Middleby Corporation",104.22,"$5.97B",NA,"Technology","Industrial Machinery/Components","NASDAQ"
"MIFI","Novatel Wireless, Inc.",1.75,"$93.08M",NA,"Consumer Durables","Telecommunications Equipment","NASDAQ"
"MIK","The Michaels Companies, Inc.",28.04,"$5.86B",2014,"Consumer Services","Recreational Products/Toys","NASDAQ"
"MIME","Mimecast Limited",8.9,"$481.3M",2015,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"MIND","Mitcham Industries, Inc.",3.25,"$39.29M",1994,"Technology","Diversified Commercial Services","NASDAQ"
"MINI","Mobile Mini, Inc.",32.74,"$1.46B",1994,"Capital Goods","Metal Fabrications","NASDAQ"
"MIRN","Mirna Therapeutics, Inc.",4.27,"$88.95M",2015,"Health Care","Major Pharmaceuticals","NASDAQ"
"MITK","Mitek Systems, Inc.",6.36,"$203.51M",NA,"Technology","Computer peripheral equipment","NASDAQ"
"MITL","Mitel Networks Corporation",8.21,"$994.15M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"MKSI","MKS Instruments, Inc.",37.02,"$1.97B",1999,"Capital Goods","Industrial Machinery/Components","NASDAQ"
"MKTO","Marketo, Inc.",22.13,"$982.24M",2013,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"MKTX","MarketAxess Holdings, Inc.",123.01,"$4.62B",2004,"Finance","Investment Bankers/Brokers/Service","NASDAQ"
"MLAB","Mesa Laboratories, Inc.",96.24,"$349.02M",NA,"Capital Goods","Industrial Machinery/Components","NASDAQ"
"MLHR","Herman Miller, Inc.",29.69,"$1.78B",NA,"Consumer Durables","Office Equipment/Supplies/Services","NASDAQ"
"MLNK","ModusLink Global Solutions, Inc",1.43,"$75.38M",NA,"Miscellaneous","Business Services","NASDAQ"
"MLNX","Mellanox Technologies, Ltd.",54.29,"$2.57B",2007,"Technology","Semiconductors","NASDAQ"
"MLVF","Malvern Bancorp, Inc.",16.14,"$105.89M",NA,"Finance","Banks","NASDAQ"
"MMAC","MMA Capital Management, LLC",16.2073,"$103.91M",NA,"Finance","Real Estate","NASDAQ"
"MMLP","Martin Midstream Partners L.P.",20.27,"$718.67M",2002,"Energy","Oil Refining/Marketing","NASDAQ"
"MMSI","Merit Medical Systems, Inc.",18.49,"$818.5M",NA,"Health Care","Medical/Dental Instruments","NASDAQ"
"MMYT","MakeMyTrip Limited",18.18,"$755.41M",2010,"Consumer Services","Transportation Services","NASDAQ"
"MNDO","MIND C.T.I. Ltd.",2.0201,"$38.77M",NA,"Technology","EDP Services","NASDAQ"
